,NPV,CAPEX,OPEX,revenue,revenue_coproduct,revenue_final_product,IRR,energy_generation,pathway,fs_price,lang_factor
53,225484234.4263337,2382141022.876489,165835382.9297512,533952230.9088002,205727472.71999997,287273844.0000002,11.912256188568682,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.300000000000004
54,184338770.13446802,2419952785.1443706,166969735.7977876,533952230.9088002,205727472.71999997,287273844.0000002,11.540494513260736,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.400000000000005
55,143193305.84260112,2457764547.4122515,168104088.66582406,533952230.9088002,205727472.71999997,287273844.0000002,11.179549586583892,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.500000000000005
56,102047841.55073667,2495576309.680132,169238441.53386045,533952230.9088002,205727472.71999997,287273844.0000002,10.828854708710821,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.600000000000005
57,60902377.25887126,2533388071.9480124,170372794.40189686,533952230.9088002,205727472.71999997,287273844.0000002,10.487883305262136,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.700000000000005
58,19756912.96700471,2571199834.2158937,171507147.2699333,533952230.9088002,205727472.71999997,287273844.0000002,10.156145395239369,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.800000000000005
59,-21388551.32486114,2609011596.4837747,172641500.13796973,533952230.9088002,205727472.71999997,287273844.0000002,9.833184426175468,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.900000000000006
60,-62534015.61672589,2646823358.751655,173775853.00600615,533952230.9088002,205727472.71999997,287273844.0000002,9.518574432826155,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.000000000000005
61,-103679479.90859199,2684635121.0195355,174910205.87404257,533952230.9088002,205727472.71999997,287273844.0000002,9.211917481539134,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.100000000000005
62,-144824944.20045817,2722446883.287416,176044558.74207896,533952230.9087998,205727472.71999997,287273843.9999999,8.91284136740138,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.2000000000000055
63,-185970408.49232468,2760258645.555298,177178911.6101154,533952230.9088,205727472.71999997,287273844.0,8.620997535501985,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.300000000000006
64,-227115872.78419018,2798070407.8231783,178313264.47815183,533952230.9088,205727472.71999997,287273844.00000006,8.33605920129854,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.400000000000006
65,-268261337.07605526,2835882170.0910587,179447617.34618825,533952230.9088,205727472.71999994,287273844.00000006,8.057719648199392,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.500000000000005
